Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label,asimetria_de_trafico
67,1,1,179104.4776,29850.74627,BENIGN,0.0
30,1,1,400000.0,66666.66667,BENIGN,0.0
93,1,1,129032.2581,21505.37634,BENIGN,0.0
42,1,1,285714.2857,47619.04762,BENIGN,0.0
62,1,1,193548.3871,32258.06452,BENIGN,0.0
5,2,0,471000000.0,400000.0,BENIGN,1.0
93,1,1,0.0,21505.37634,BENIGN,0.0
32246,2,1,0.0,93.03479501,BENIGN,0.3333333333333333
79,1,1,0.0,25316.4557,BENIGN,0.0
54,1,1,0.0,37037.03704,BENIGN,0.0
55,2,1,0.0,54545.45455,BENIGN,0.3333333333333333
47,1,1,255319.1489,42553.19149,BENIGN,0.0
31958,2,1,563.2392515,93.87320859,BENIGN,0.3333333333333333
52,1,1,3730769.231,38461.53846,BENIGN,0.0
15,1,1,800000.0,133333.3333,BENIGN,0.0
60,1,1,200000.0,33333.33333,BENIGN,0.0
42,1,1,285714.2857,47619.04762,BENIGN,0.0
3,2,0,0.0,666666.6667,BENIGN,1.0
57,1,1,0.0,35087.7193,BENIGN,0.0
22523,3,1,121609.0219,177.596235,BENIGN,0.5
19710,2,1,14510.40081,152.2070015,BENIGN,0.3333333333333333
43,1,1,0.0,46511.62791,BENIGN,0.0
68,1,1,0.0,29411.76471,BENIGN,0.0
104,1,1,115384.6154,19230.76923,BENIGN,0.0
81,1,1,0.0,24691.35802,BENIGN,0.0
84,1,1,0.0,23809.52381,BENIGN,0.0
48,2,0,770833.3333,41666.66667,BENIGN,1.0
9,2,0,1333333.333,222222.2222,BENIGN,1.0
38,1,1,315789.4737,52631.57895,BENIGN,0.0
3,2,0,0.0,666666.6667,BENIGN,1.0
60,1,1,0.0,33333.33333,BENIGN,0.0
49,2,0,0.0,40816.32653,BENIGN,1.0
3,2,0,0.0,666666.6667,BENIGN,1.0
3,2,0,0.0,666666.6667,BENIGN,1.0
22,1,1,0.0,90909.09091,BENIGN,0.0
34,1,1,0.0,58823.52941,BENIGN,0.0
48,1,1,0.0,41666.66667,BENIGN,0.0
11505,3,0,1564.537158,260.756193,BENIGN,1.0
398,2,0,30150.75377,5025.125628,BENIGN,1.0
3,2,0,12300000.0,666666.6667,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
34,1,1,352941.1765,58823.52941,BENIGN,0.0
83,1,1,144578.3133,24096.38554,BENIGN,0.0
62,1,1,193548.3871,32258.06452,BENIGN,0.0
42,1,1,285714.2857,47619.04762,BENIGN,0.0
14,1,1,857142.8571,142857.1429,BENIGN,0.0
73,1,1,164383.5616,27397.26027,BENIGN,0.0
41,1,1,292682.9268,48780.4878,BENIGN,0.0
37,1,1,324324.3243,54054.05405,BENIGN,0.0
87,1,1,137931.0345,22988.50575,BENIGN,0.0
117788970,209,0,0.0,1.774359687,BENIGN,1.0
3,2,0,91300000.0,666666.6667,BENIGN,1.0
81,1,1,0.0,24691.35802,BENIGN,0.0
273,2,0,43956.04396,7326.007326,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
4,2,0,3000000.0,500000.0,BENIGN,1.0
238,2,0,50420.16807,8403.361345,BENIGN,1.0
58,1,1,206896.5517,34482.75862,BENIGN,0.0
67,3,1,731343.2836,59701.49254,BENIGN,0.5
83,3,1,590361.4458,48192.77108,BENIGN,0.5
11943,3,1,4102.821737,334.9242234,BENIGN,0.5
4,3,0,10800000.0,750000.0,BENIGN,1.0
86,1,1,139534.8837,23255.81395,BENIGN,0.0
62,3,1,790322.5806,64516.12903,BENIGN,0.5
398,3,1,123115.5779,10050.25126,BENIGN,0.5
538,3,1,91078.06691,7434.944238,BENIGN,0.5
57,3,1,859649.1228,70175.4386,BENIGN,0.5
316,3,1,155063.2911,12658.22785,BENIGN,0.5
34,3,1,1441176.471,117647.0588,BENIGN,0.5
70,3,1,700000.0,57142.85714,BENIGN,0.5
856,3,1,43224.29907,4672.897196,BENIGN,0.5
101,1,1,118811.8812,19801.9802,BENIGN,0.0
3,2,0,19700000.0,666666.6667,BENIGN,1.0
48,2,0,250000.0,41666.66667,BENIGN,1.0
244,2,0,49180.32787,8196.721311,BENIGN,1.0
6592,3,0,6523.058252,455.0970874,BENIGN,1.0
84,1,1,142857.1429,23809.52381,BENIGN,0.0
54,1,1,222222.2222,37037.03704,BENIGN,0.0
55,1,1,218181.8182,36363.63636,BENIGN,0.0
66,1,1,181818.1818,30303.0303,BENIGN,0.0
57,1,1,0.0,35087.7193,BENIGN,0.0
53,1,1,0.0,37735.84906,BENIGN,0.0
3,2,0,0.0,666666.6667,BENIGN,1.0
68,1,1,0.0,29411.76471,BENIGN,0.0
48,1,1,0.0,41666.66667,BENIGN,0.0
4,2,0,0.0,500000.0,BENIGN,1.0
40938,2,0,293.1261908,48.85436514,BENIGN,1.0
5,3,0,8600000.0,600000.0,BENIGN,1.0
207,3,1,236714.9758,19323.6715,BENIGN,0.5
23119,2,1,778.5803884,129.7633981,BENIGN,0.3333333333333333
1,2,0,12000000.0,2000000.0,BENIGN,1.0
1000233,2,0,11.99720465,1.999534109,BENIGN,1.0
47,2,0,255319.1489,42553.19149,BENIGN,1.0
49,2,0,244897.9592,40816.32653,BENIGN,1.0
999480,2,0,12.00624325,2.001040541,BENIGN,1.0
999533,2,0,12.00560662,2.000934436,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
999592,2,0,12.004898,2.000816333,BENIGN,1.0
13,1,1,923076.9231,153846.1538,BENIGN,0.0
60,1,1,200000.0,33333.33333,BENIGN,0.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
58,1,1,206896.5517,34482.75862,BENIGN,0.0
1,2,0,12000000.0,2000000.0,BENIGN,1.0
17,2,0,705882.3529,117647.0588,BENIGN,1.0
1000763,2,0,11.99085098,1.998475163,BENIGN,1.0
999955,2,0,12.00054002,2.000090004,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
71,1,1,169014.0845,28169.01408,BENIGN,0.0
21,13,0,31000000.0,619047.619,BENIGN,1.0
72552,2,2,3776.60161,55.13287022,BENIGN,0.0
73213,2,2,3414.694112,54.63510579,BENIGN,0.0
152,4,0,302631.5789,26315.78947,BENIGN,1.0
60272594,14,13,82.34256518,0.447964791,BENIGN,0.037037037037037035
70188,4,2,5471.020687,85.48469824,BENIGN,0.3333333333333333
182,2,2,1076923.077,21978.02198,BENIGN,0.0
6278093,8,8,164.3811266,2.548544598,BENIGN,0.0
24296,2,2,16463.61541,164.6361541,BENIGN,0.0
194,2,2,2061855.67,20618.5567,BENIGN,0.0
1030170,3,3,17.47284429,5.824281429,BENIGN,0.0
88,2,0,136363.6364,22727.27273,BENIGN,1.0
136,3,0,477941.1765,22058.82353,BENIGN,1.0
168,3,0,386904.7619,17857.14286,BENIGN,1.0
128,3,0,507812.5,23437.5,BENIGN,1.0
118718793,205,322,3698.984709,4.439061303,BENIGN,0.222011385199241
178553,16,17,73933.22991,184.8190733,BENIGN,0.030303030303030304
179894,17,18,84505.3198,194.5590181,BENIGN,0.02857142857142857
173832,15,15,62583.41387,172.5804225,BENIGN,0.0
178311,16,17,77409.6943,185.069906,BENIGN,0.030303030303030304
197859,15,14,57116.4314,146.5690214,BENIGN,0.034482758620689655
118159259,22,24,206.7379248,0.389305082,BENIGN,0.043478260869565216
65,1,2,276923.0769,46153.84615,BENIGN,0.3333333333333333
390571,3,5,9975.138963,20.48283155,BENIGN,0.25
391702,6,7,21202.3426,33.18849534,BENIGN,0.07692307692307693
392722,6,7,30617.07773,33.10229628,BENIGN,0.07692307692307693
390421,4,6,17301.83571,25.61337633,BENIGN,0.2
391247,4,6,17983.52447,25.55930141,BENIGN,0.2
148,2,0,81081.08108,13513.51351,BENIGN,1.0
246,2,0,48780.4878,8130.081301,BENIGN,1.0
81,2,0,148148.1481,24691.35802,BENIGN,1.0
6001800,4,2,1.99940018,0.99970009,BENIGN,0.3333333333333333
193450,1,1,62.0315327,10.33858878,BENIGN,0.0
900926,8,9,5739.650093,18.8694743,BENIGN,0.058823529411764705
5654356,8,6,743.8512892,2.475967201,BENIGN,0.14285714285714285
218795,1,1,54.84586028,9.140976713,BENIGN,0.0
47119,3,4,27908.06256,148.5600289,BENIGN,0.14285714285714285
179,2,0,67039.10615,11173.18436,BENIGN,1.0
47475,3,4,27698.78884,147.4460242,BENIGN,0.14285714285714285
254,2,0,47244.09449,7874.015748,BENIGN,1.0
3238167,3,3,3.705800226,1.852900113,BENIGN,0.0
61891,4,2,4136.304148,96.94462846,BENIGN,0.3333333333333333
61275,4,2,4961.24031,97.91921665,BENIGN,0.3333333333333333
210,2,2,914285.7143,19047.61905,BENIGN,0.0
63094,4,2,4152.534314,95.09620566,BENIGN,0.3333333333333333
61509,4,2,5039.912858,97.54670048,BENIGN,0.3333333333333333
186,2,2,1053763.441,21505.37634,BENIGN,0.0
174,2,2,942528.7356,22988.50575,BENIGN,0.0
580540,4,2,589.1066938,10.33520515,BENIGN,0.3333333333333333
163,2,2,1006134.969,24539.8773,BENIGN,0.0
1010,2,2,245544.5545,3960.39604,BENIGN,0.0
483473,4,2,707.3817979,12.41020698,BENIGN,0.3333333333333333
463720,4,2,737.5140171,12.9388424,BENIGN,0.3333333333333333
187,2,2,919786.0963,21390.37433,BENIGN,0.0
178,2,2,1101123.596,22471.91011,BENIGN,0.0
236,2,2,728813.5593,16949.15254,BENIGN,0.0
488761,4,2,728.3723538,12.27593855,BENIGN,0.3333333333333333
1001143,3,3,17.97944949,5.99314983,BENIGN,0.0
4990318,5,1,33.8655773,1.202328188,BENIGN,0.6666666666666666
278,3,0,165467.6259,10791.36691,BENIGN,1.0
28352,1,1,423.2505643,70.54176072,BENIGN,0.0
28324,1,1,423.6689733,70.61149555,BENIGN,0.0
179,2,0,67039.10615,11173.18436,BENIGN,1.0
233,2,0,0.0,8583.690987,BENIGN,1.0
117376732,6,4,2.351403002,0.085195761,BENIGN,0.2
3990011,5,1,42.35577295,1.503755253,BENIGN,0.6666666666666666
154,2,0,77922.07792,12987.01299,BENIGN,1.0
239766,1,2,154.3171259,12.51219939,BENIGN,0.3333333333333333
479996,1,1,77.0839757,4.166701389,BENIGN,0.0
960159,1,1,38.53528426,2.082988338,BENIGN,0.0
1920008,1,1,19.27075304,1.041662326,BENIGN,0.0
3849850,1,1,9.610764056,0.51950076,BENIGN,0.0
61,13,0,10700000.0,213114.7541,BENIGN,1.0
334,2,2,952095.8084,11976.0479,BENIGN,0.0
300,2,2,1333333.333,13333.33333,BENIGN,0.0
224,2,2,803571.4286,17857.14286,BENIGN,0.0
226,2,2,1203539.823,17699.11504,BENIGN,0.0
24125,2,2,16829.01554,165.8031088,BENIGN,0.0
97389,2,2,3799.197035,41.07240037,BENIGN,0.0
308,4,0,149350.6494,12987.01299,BENIGN,1.0
114601,1,1,104.7111282,17.4518547,BENIGN,0.0
60272946,9,9,12.50975852,0.29864145,BENIGN,0.0
63682,1,1,0.0,31.4060488,BENIGN,0.0
63897,1,1,0.0,31.30037404,BENIGN,0.0
63190,1,1,0.0,31.65057762,BENIGN,0.0
98229,1,1,0.0,20.36058598,BENIGN,0.0
4991512,5,1,33.85747645,1.202040584,BENIGN,0.6666666666666666
51504,1,1,0.0,38.83193538,BENIGN,0.0
88,2,0,0.0,22727.27273,BENIGN,1.0
50600,1,1,0.0,39.5256917,BENIGN,0.0
50737,1,1,0.0,39.41896446,BENIGN,0.0
50606,1,1,0.0,39.52100541,BENIGN,0.0
32450,1,1,369.7996918,61.63328197,BENIGN,0.0
137,2,0,0.0,14598.54015,BENIGN,1.0
113,2,0,0.0,17699.11504,BENIGN,1.0
128,2,0,0.0,15625.0,BENIGN,1.0
3,2,0,17700000.0,666666.6667,BENIGN,1.0
3,2,0,17700000.0,666666.6667,BENIGN,1.0
104,2,0,115384.6154,19230.76923,BENIGN,1.0
48,2,0,250000.0,41666.66667,BENIGN,1.0
23471,1,1,511.2692259,85.21153764,BENIGN,0.0
23492,1,1,510.8121914,85.13536523,BENIGN,0.0
23453,1,1,511.6616211,85.27693685,BENIGN,0.0
55,2,0,218181.8182,36363.63636,BENIGN,1.0
33838,1,1,354.6308884,59.10514806,BENIGN,0.0
23549,1,1,509.5757782,84.92929636,BENIGN,0.0
23456,1,1,511.5961801,85.26603001,BENIGN,0.0
23497,1,1,510.7034941,85.11724901,BENIGN,0.0
259,2,2,1142857.143,15444.01544,BENIGN,0.0
250,2,2,848000.0,16000.0,BENIGN,0.0
231,2,2,917748.9177,17316.01732,BENIGN,0.0
279,2,2,1060931.9,14336.91756,BENIGN,0.0
269,2,2,788104.0892,14869.88848,BENIGN,0.0
329,2,2,899696.0486,12158.05471,BENIGN,0.0
283,2,2,749116.6078,14134.27562,BENIGN,0.0
257,2,2,824902.7237,15564.20233,BENIGN,0.0
309,2,2,957928.8026,12944.98382,BENIGN,0.0
259,2,2,818532.8185,15444.01544,BENIGN,0.0
317,2,2,933753.9432,12618.29653,BENIGN,0.0
204,2,2,1039215.686,19607.84314,BENIGN,0.0
259,2,2,1142857.143,15444.01544,BENIGN,0.0
309,2,2,957928.8026,12944.98382,BENIGN,0.0
248,2,2,854838.7097,16129.03226,BENIGN,0.0
335,2,2,883582.0896,11940.29851,BENIGN,0.0
204,2,2,1039215.686,19607.84314,BENIGN,0.0
238,2,2,890756.3025,16806.72269,BENIGN,0.0
214,2,2,1383177.57,18691.58879,BENIGN,0.0
248,2,2,854838.7097,16129.03226,BENIGN,0.0
332,2,2,891566.2651,12048.19277,BENIGN,0.0
240,2,2,883333.3333,16666.66667,BENIGN,0.0
299,2,2,989966.5552,13377.92642,BENIGN,0.0
241,2,2,879668.0498,16597.51037,BENIGN,0.0
235,2,2,902127.6596,17021.2766,BENIGN,0.0
110027088,4,4,4.61704485,0.072709368,BENIGN,0.0
318,2,2,930817.6101,12578.61635,BENIGN,0.0
1270752,41,42,7568.746695,65.31565561,BENIGN,0.012048192771084338
168,1,1,0.0,11904.7619,BENIGN,0.0
1304925,41,42,7174.35868,63.60518804,BENIGN,0.012048192771084338
172,1,1,0.0,11627.90698,BENIGN,0.0
129,2,0,0.0,15503.87597,BENIGN,1.0
59,2,0,0.0,33898.30508,BENIGN,1.0
49935,1,1,0.0,40.05206769,BENIGN,0.0
50102,1,1,0.0,39.91856613,BENIGN,0.0
47,2,0,0.0,42553.19149,BENIGN,1.0
109,2,0,0.0,18348.62385,BENIGN,1.0
50103,1,1,0.0,39.9177694,BENIGN,0.0
50104,1,1,0.0,39.9169727,BENIGN,0.0
50065,1,1,0.0,39.94806751,BENIGN,0.0
38,2,0,0.0,52631.57895,BENIGN,1.0
116,2,0,0.0,17241.37931,BENIGN,1.0
49962,1,1,0.0,40.03042312,BENIGN,0.0
49948,1,1,0.0,40.04164331,BENIGN,0.0
50123,1,1,0.0,39.90184147,BENIGN,0.0
332,2,0,0.0,6024.096386,BENIGN,1.0
165,2,0,0.0,12121.21212,BENIGN,1.0
22602,1,1,4247.411733,88.48774445,BENIGN,0.0
25,13,0,122000000.0,520000.0,BENIGN,1.0
36627,1,1,2621.017282,54.60452672,BENIGN,0.0
60750,1,1,1580.246914,32.9218107,BENIGN,0.0
63021226,2,2,3.046592588,0.063470679,BENIGN,0.0
26,13,0,108000000.0,500000.0,BENIGN,1.0
22,13,0,29500000.0,590909.0909,BENIGN,1.0
115788166,22,13,80.68182028,0.302276141,BENIGN,0.2571428571428571
193227,2,2,1635.382219,20.70104074,BENIGN,0.0
115808552,22,13,80.65034783,0.302222931,BENIGN,0.2571428571428571
15624,3,1,1536.09831,256.016385,BENIGN,0.5
59704212,14,13,112.0188974,0.4522294,BENIGN,0.037037037037037035
1048395,1,1,160.2449458,1.907677927,BENIGN,0.0
69474,1,1,2619.685062,28.78774793,BENIGN,0.0
23281,1,1,5583.952579,85.90696276,BENIGN,0.0
95279,1,1,1395.900461,20.99098437,BENIGN,0.0
23625,1,1,9735.449735,84.65608466,BENIGN,0.0
23572,1,1,12133.0392,84.84642797,BENIGN,0.0
61447,1,1,1920.354126,32.54837502,BENIGN,0.0
61133,1,1,2355.519932,32.71555461,BENIGN,0.0
60890,1,1,2332.074232,32.84611595,BENIGN,0.0
62666,1,1,1914.913988,31.91523314,BENIGN,0.0
580104,1,1,262.0219823,3.447657661,BENIGN,0.0
587,1,1,248722.3169,3407.155026,BENIGN,0.0
483092,1,1,314.6398616,4.139998178,BENIGN,0.0
23875,1,1,9298.429319,83.76963351,BENIGN,0.0
463228,1,1,328.1321509,4.317528301,BENIGN,0.0
488339,1,1,325.5934914,4.095515615,BENIGN,0.0
192679,1,1,934.1962539,10.37995838,BENIGN,0.0
63718,1,1,2636.617596,31.38830472,BENIGN,0.0
60065,1,1,2930.158994,33.2972613,BENIGN,0.0
47953,1,1,3169.7704,41.70750527,BENIGN,0.0
231232,1,1,778.4389704,8.649321893,BENIGN,0.0
58596,1,1,2764.693836,34.13202266,BENIGN,0.0
71873,1,1,2212.235471,27.82686127,BENIGN,0.0
1572095,39,0,1240.383056,24.80766111,BENIGN,1.0
11,1,1,1090909.091,181818.1818,BENIGN,0.0
69,3,2,434782.6087,72463.76812,BENIGN,0.2
16,2,0,2312500.0,125000.0,BENIGN,1.0
62568439,7,2,4.45911716,0.143842489,BENIGN,0.5555555555555556
63552406,7,2,4.390077694,0.141615409,BENIGN,0.5555555555555556
3,2,0,12300000.0,666666.6667,BENIGN,1.0
4,2,0,9250000.0,500000.0,BENIGN,1.0
110048580,149,210,2791.48536,3.262195659,BENIGN,0.16991643454038996
114412404,16,19,84.57999012,0.305910887,BENIGN,0.08571428571428572
63568158,7,2,4.388989846,0.141580318,BENIGN,0.5555555555555556
63552380,7,2,4.39007949,0.141615467,BENIGN,0.5555555555555556
62554866,7,2,4.460084688,0.1438737,BENIGN,0.5555555555555556
62567892,7,2,4.459156144,0.143843747,BENIGN,0.5555555555555556
114141972,44,60,351.0715585,0.911145989,BENIGN,0.15384615384615385
49,2,0,755102.0408,40816.32653,BENIGN,1.0
63446627,7,2,4.397396886,0.141851512,BENIGN,0.5555555555555556
4563520,3,1,10.73732557,0.876516373,BENIGN,0.5
4563884,3,1,10.7364692,0.876446465,BENIGN,0.5
3,2,0,12300000.0,666666.6667,BENIGN,1.0
4,2,0,9250000.0,500000.0,BENIGN,1.0
3,2,0,12300000.0,666666.6667,BENIGN,1.0
394,2,2,827411.1675,10152.28426,BENIGN,0.0
180,2,2,1622222.222,22222.22222,BENIGN,0.0
211,2,2,1545023.697,18957.34597,BENIGN,0.0
1048922,6,2,429.0118808,7.62687788,BENIGN,0.5
200,2,2,1460000.0,20000.0,BENIGN,0.0
24185,4,2,27537.73,248.0876576,BENIGN,0.3333333333333333
242,2,2,2181818.182,16528.92562,BENIGN,0.0
64172,4,2,6046.250701,93.49872218,BENIGN,0.3333333333333333
192,2,2,1520833.333,20833.33333,BENIGN,0.0
23996,15,6,770586.7645,875.1458576,BENIGN,0.42857142857142855
155672,18,25,4355.311167,276.2217997,BENIGN,0.16279069767441862
142,3,2,14700000.0,35211.26761,BENIGN,0.2
59,1,2,305084.7458,50847.45763,BENIGN,0.3333333333333333
2,2,0,6000000.0,1000000.0,BENIGN,1.0
58,2,0,1017241.379,34482.75862,BENIGN,1.0
998150,3,3,18.03336172,6.011120573,BENIGN,0.0
117232850,17,17,22.38280482,0.290021099,BENIGN,0.0
15344358,3,2,1.173069606,0.325852668,BENIGN,0.2
4969918,2,1,2.414526759,0.60363169,BENIGN,0.3333333333333333
114146720,41,59,926.018724,0.876065471,BENIGN,0.18
63513604,7,2,4.392759699,0.141701926,BENIGN,0.5555555555555556
63567831,7,2,4.389012424,0.141581046,BENIGN,0.5555555555555556
62519395,4,5,4.750525817,0.143955328,BENIGN,0.1111111111111111
4797718,2,1,2.501189107,0.625297277,BENIGN,0.3333333333333333
5860218,2,1,2.047705393,0.511926348,BENIGN,0.3333333333333333
62393233,4,5,4.7601316,0.144246412,BENIGN,0.1111111111111111
62992141,6,5,5.540373679,0.174624958,BENIGN,0.09090909090909091
3,2,0,41300000.0,666666.6667,BENIGN,1.0
47,2,0,2638297.872,42553.19149,BENIGN,1.0
106,1,2,0.0,28301.88679,BENIGN,0.3333333333333333
84,1,2,0.0,35714.28571,BENIGN,0.3333333333333333
2,2,0,62000000.0,1000000.0,BENIGN,1.0
111834661,40,20,84.94683057,0.536506298,BENIGN,0.3333333333333333
70,1,3,342857.1429,57142.85714,BENIGN,0.5
1,2,0,12000000.0,2000000.0,BENIGN,1.0
98,3,0,183673.4694,30612.2449,BENIGN,1.0
68,1,3,352941.1765,58823.52941,BENIGN,0.5
78,1,2,230769.2308,38461.53846,BENIGN,0.3333333333333333
1023274,9,10,4547.169184,18.56785182,BENIGN,0.05263157894736842
109202,1,1,0.0,18.31468288,BENIGN,0.0
695340,10,10,6691.690396,28.76290735,BENIGN,0.0
95078,1,1,0.0,21.03536044,BENIGN,0.0
167,2,2,1688622.754,23952.09581,BENIGN,0.0
118184507,14,15,45.4797345,0.245379033,BENIGN,0.034482758620689655
23800,2,2,9075.630252,168.0672269,BENIGN,0.0
183,2,2,1049180.328,21857.9235,BENIGN,0.0
95751,2,2,2318.513645,41.77502063,BENIGN,0.0
10339587,21,16,400.2094088,3.578479489,BENIGN,0.13513513513513514
226,2,2,1699115.044,17699.11504,BENIGN,0.0
152,2,2,4342105.263,26315.78947,BENIGN,0.0
160,2,2,4125000.0,25000.0,BENIGN,0.0
255,2,2,1505882.353,15686.27451,BENIGN,0.0
994784,3,3,18.09438029,6.031460096,BENIGN,0.0
117755385,7,7,5.197214548,0.118890529,BENIGN,0.0
115465048,11,13,9.925081398,0.207855108,BENIGN,0.08333333333333333
60685,2,2,5075.389305,65.91414682,BENIGN,0.0
48331,2,2,5379.570048,82.76261613,BENIGN,0.0
197,2,2,1563451.777,20304.56853,BENIGN,0.0
239,2,2,1322175.732,16736.40167,BENIGN,0.0
59001,2,2,4745.682277,67.79546109,BENIGN,0.0
231610,2,2,1364.362506,17.27041147,BENIGN,0.0
177,2,2,1129943.503,22598.87006,BENIGN,0.0
231792,2,2,1363.291227,17.25685097,BENIGN,0.0
2,2,0,1040000000.0,1000000.0,BENIGN,1.0
21700,14,6,852119.8157,921.6589862,BENIGN,0.4
148747,18,25,4584.966419,289.0814605,BENIGN,0.16279069767441862
79,1,2,227848.1013,37974.68354,BENIGN,0.3333333333333333
1025906,3,3,17.54546713,5.848489043,BENIGN,0.0
117586885,15,15,17.27233441,0.255130494,BENIGN,0.0
117686697,15,15,17.24069119,0.254914113,BENIGN,0.0
115894431,19,17,27.46465013,0.310627523,BENIGN,0.05555555555555555
119914287,212,291,4505.092875,4.194662809,BENIGN,0.15705765407554673
3,2,0,4000000.0,666666.6667,BENIGN,1.0
54,1,1,222222.2222,37037.03704,BENIGN,0.0
4,2,0,3000000.0,500000.0,BENIGN,1.0
60,1,1,200000.0,33333.33333,BENIGN,0.0
271,2,0,0.0,7380.073801,BENIGN,1.0
49935,2,1,0.0,60.07810153,BENIGN,0.3333333333333333
50,4,0,980000.0,80000.0,BENIGN,1.0
66,1,1,0.0,30303.0303,BENIGN,0.0
49,3,1,1000000.0,81632.65306,BENIGN,0.5
44,1,1,272727.2727,45454.54545,BENIGN,0.0
39978,4,1,1375.756666,125.0687878,BENIGN,0.6
67,3,1,731343.2836,59701.49254,BENIGN,0.5
54,1,1,0.0,37037.03704,BENIGN,0.0
51,1,1,0.0,39215.68627,BENIGN,0.0
56,1,1,0.0,35714.28571,BENIGN,0.0
46,1,1,260869.5652,43478.26087,BENIGN,0.0
88,1,1,136363.6364,22727.27273,BENIGN,0.0
67,1,1,0.0,29850.74627,BENIGN,0.0
10359,2,0,0.0,193.068829,BENIGN,1.0
4,2,0,0.0,500000.0,BENIGN,1.0
98,1,1,0.0,20408.16327,BENIGN,0.0
58,1,1,0.0,34482.75862,BENIGN,0.0
29,1,1,0.0,68965.51724,BENIGN,0.0
52,1,1,0.0,38461.53846,BENIGN,0.0
17,1,1,0.0,117647.0588,BENIGN,0.0
270,2,0,44444.44444,7407.407407,BENIGN,1.0
154,1,1,77922.07792,12987.01299,BENIGN,0.0
43,1,1,279069.7674,46511.62791,BENIGN,0.0
354,2,0,0.0,5649.717514,BENIGN,1.0
71,1,1,169014.0845,28169.01408,BENIGN,0.0
62,1,1,193548.3871,32258.06452,BENIGN,0.0
60,1,1,200000.0,33333.33333,BENIGN,0.0
104,1,1,115384.6154,19230.76923,BENIGN,0.0
78,1,1,153846.1538,25641.02564,BENIGN,0.0
4,2,0,3000000.0,500000.0,BENIGN,1.0
53,1,1,226415.0943,37735.84906,BENIGN,0.0
4,2,0,3000000.0,500000.0,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
3,2,0,10300000.0,666666.6667,BENIGN,1.0
236,2,0,50847.45763,8474.576271,BENIGN,1.0
3,1,1,4000000.0,666666.6667,BENIGN,0.0
4512,2,0,2659.574468,443.2624113,BENIGN,1.0
5690,2,0,2108.963093,351.4938489,BENIGN,1.0
3511,2,1,5126.744517,854.4574195,BENIGN,0.3333333333333333
314,2,0,38216.56051,6369.426752,BENIGN,1.0
346,2,0,34682.08092,5780.346821,BENIGN,1.0
3,2,0,4000000.0,666666.6667,BENIGN,1.0
4,3,0,7750000.0,750000.0,BENIGN,1.0
615,2,0,0.0,3252.03252,BENIGN,1.0
67,2,1,552238.806,44776.1194,BENIGN,0.3333333333333333
82,2,1,451219.5122,36585.36585,BENIGN,0.3333333333333333
423,3,1,115839.2435,9456.264775,BENIGN,0.5
13534,4,0,3620.511305,295.5519433,BENIGN,1.0
318,3,0,135220.1258,9433.962264,BENIGN,1.0
3,2,0,12300000.0,666666.6667,BENIGN,1.0
89,1,1,134831.4607,22471.91011,BENIGN,0.0
4,2,0,7750000.0,500000.0,BENIGN,1.0
5,3,0,6200000.0,600000.0,BENIGN,1.0
44,1,3,409090.9091,90909.09091,BENIGN,0.5
210,2,0,57142.85714,9523.809524,BENIGN,1.0
3,2,0,10300000.0,666666.6667,BENIGN,1.0
190209,2,3,94.63274608,26.28687391,BENIGN,0.2
82,1,1,0.0,24390.2439,BENIGN,0.0
61,1,1,0.0,32786.88525,BENIGN,0.0
1,2,0,12000000.0,2000000.0,BENIGN,1.0
470,2,0,0.0,4255.319149,BENIGN,1.0
115932,2,1,0.0,25.87723838,BENIGN,0.3333333333333333
55,1,1,218181.8182,36363.63636,BENIGN,0.0
4,3,0,10800000.0,750000.0,BENIGN,1.0
4,2,0,9250000.0,500000.0,BENIGN,1.0
282,3,0,109929.078,10638.29787,BENIGN,1.0
47,2,0,787234.0426,42553.19149,BENIGN,1.0
4,2,0,9250000.0,500000.0,BENIGN,1.0
4,2,0,9250000.0,500000.0,BENIGN,1.0
9307,4,0,5264.854411,429.7840335,BENIGN,1.0
2,3,0,21500000.0,1500000.0,BENIGN,1.0
3,2,0,12300000.0,666666.6667,BENIGN,1.0
275,2,0,43636.36364,7272.727273,BENIGN,1.0
53,1,1,0.0,37735.84906,BENIGN,0.0
56,1,1,0.0,35714.28571,BENIGN,0.0
53,1,1,0.0,37735.84906,BENIGN,0.0
23,1,1,521739.1304,86956.52174,BENIGN,0.0
31618,3,1,759.0612942,126.5102157,BENIGN,0.5
14,1,1,857142.8571,142857.1429,BENIGN,0.0
9,1,1,1333333.333,222222.2222,BENIGN,0.0
