,referencia_catastral,codigo_ine,nombre_municipio,codigo_provincia,zona_climatica,uso_principal,altura_maxima,altura_maxima_categoria,tipologia_edificio,ano_construccion,ano_construccion_categoria,superficie_vivienda,numero_viviendas,numero_viviendas_categoria,cluster,demanda_calefaccion,demanda_calefaccion_post_interverncion,calificacion_demanda_calefaccion,calificacion_demanda_calefaccion_post_intervencion,coste_intervencion_m2,coste_intervencion_viv
2282,4802013701014,48020,Bilbao,48,C1,Comercial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1963.0,De 1961 a 1980,2270.0,24,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5890.46
2283,4802013701015,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1963.0,De 1961 a 1980,1951.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5786.25
2284,4802013101016,48020,Bilbao,48,C1,Residencial,8.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1971.0,De 1961 a 1980,2017.0,29,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4332.79
2285,4802013101017,48020,Bilbao,48,C1,Residencial,8.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1969.0,De 1961 a 1980,3680.0,41,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5589.16
2286,4802013201002,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1969.0,De 1961 a 1980,2239.0,27,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5165.43
2287,4802013201003,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
2288,4802013201004,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,2895.0,24,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,7513.32
2289,4802013201005,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1963.0,De 1961 a 1980,7040.0,96,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4566.57
2290,4802013201006,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1965.0,De 1961 a 1980,2402.0,26,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5752.96
2291,4802013201007,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1966.0,De 1961 a 1980,3017.0,36,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5219.21
2292,4802013201008,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1969.0,De 1961 a 1980,3159.0,25,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,7869.98
2293,4802013201009,48020,Bilbao,48,C1,EnseñanzaCultural,0.0,De PB a PB+2,Unifamiliar,1973.0,De 1961 a 1980,92.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,12232.61
2294,4802013201010,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,3593.0,28,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,7991.22
2295,4802013202001,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1970.0,De 1961 a 1980,1170.0,12,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6072.52
2296,4802013202002,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,4211.0,49,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5352.11
2297,4802013202003,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1966.0,De 1961 a 1980,2021.0,19,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6625.76
2298,4802013202004,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1970.0,De 1961 a 1980,1722.0,17,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6307.62
2299,4802013202005,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1977.0,De 1961 a 1980,6712.0,65,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6430.43
2300,4802013202006,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1964.0,De 1961 a 1980,872.0,11,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4939.03
2301,4802013202007,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1964.0,De 1961 a 1980,1380.0,20,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4298.68
2302,4802013202009,48020,Bilbao,48,C1,Comercial,,,,,,,0,,,,,,,,
2303,4802013202010,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1964.0,De 1961 a 1980,1471.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4361.98
2304,4802013202014,48020,Bilbao,48,C1,Residencial,8.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1964.0,De 1961 a 1980,9291.0,136,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4254.19
2305,4802013202015,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,1733.0,25,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4318.75
2306,4802013202016,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1964.0,De 1961 a 1980,4893.0,62,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4914.97
2307,4802013301001,48020,Bilbao,48,C1,Residencial,12.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,3135.0,25,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,11146.43
2308,4802013301002,48020,Bilbao,48,C1,Residencial,12.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,2831.0,25,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,10067.19
2309,4802013301003,48020,Bilbao,48,C1,Residencial,12.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,2760.0,26,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,9436.76
2310,4802013301004,48020,Bilbao,48,C1,Residencial,12.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,3012.0,26,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,10295.25
2311,4802013301005,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1957.0,De 1941 a 1960,1262.0,15,De 10 a 19 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7481.43
2312,4802013701016,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
2313,4802013701017,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1972.0,De 1961 a 1980,1224.0,14,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5444.84
2314,4802013801001,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1966.0,De 1961 a 1980,1798.0,20,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5599.47
2315,4802013801002,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1513.0,20,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6726.57
2316,4802013801003,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1513.0,21,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6405.16
2317,4802013801004,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1506.0,20,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6695.55
2318,4802013801005,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1512.0,21,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6402.49
2319,4802013801006,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1582.0,21,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6698.43
2320,4802013801007,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1512.0,21,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6401.6
2321,4802013801008,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1517.0,20,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6744.12
2322,4802013801009,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1433.0,16,De 10 a 19 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7962.09
2323,4802013801010,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,1198.0,20,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,5327.09
2324,4802013801011,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
2325,4802013801012,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1975.0,De 1961 a 1980,1774.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5261.93
2326,4802013801013,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
2327,4802013801014,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1989.0,De 1981 a 2007,1059.0,19,De 10 a 19 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,4231.82
2328,4802013801015,48020,Bilbao,48,C1,Residencial,10.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1980.0,De 1961 a 1980,5458.0,49,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6936.53
2329,4802013801016,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1994.0,De 1981 a 2007,12798.0,129,40 o más viviendas,Bb 81-07,34.88,12.48,D,B,75.9,7530.08
2330,4802013801017,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2005.0,De 1981 a 2007,6178.0,59,40 o más viviendas,Bb 81-07,34.88,12.48,D,B,75.9,7948.9
2331,4802013801018,48020,Bilbao,48,C1,Residencial,10.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1982.0,De 1981 a 2007,3495.0,34,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,7802.12
2332,4802013801020,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1993.0,De 1981 a 2007,3152.0,29,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8250.38
2333,4802013801021,48020,Bilbao,48,C1,Residencial,10.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1984.0,De 1981 a 2007,5716.0,56,40 o más viviendas,Bb 81-07,34.88,12.48,D,B,75.9,7747.86
2334,4802013802001,48020,Bilbao,48,C1,EnseñanzaCultural,,,,,,,0,,,,,,,,
2335,4802013802002,48020,Bilbao,48,C1,Deportivo,,,,,,,0,,,,,,,,
2336,4802013901001,48020,Bilbao,48,C1,Aparcamiento,,,,,,,0,,,,,,,,
2337,4802013901002,48020,Bilbao,48,C1,EnseñanzaCultural,-1.0,De P-1 en avall,Unifamiliar,1987.0,De 1981 a 2007,,1,Unifamiliar,Uu 81-07,82.53,26.36,E,B,150.38,
2338,4802013901003,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
2339,4802013901004,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1950.0,De 1941 a 1960,1821.0,18,De 10 a 19 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,8993.74
2340,4802013901005,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1950.0,De 1941 a 1960,1822.0,25,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6480.4
2341,4802013901006,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,1101.0,14,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4900.74
2342,4802013901007,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1966.0,De 1961 a 1980,2245.0,25,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5594.21
2343,4802013901008,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1992.0,De 1981 a 2007,1379.0,15,De 10 a 19 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,6980.07
2344,4802013902001,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,2224.0,24,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5771.55
2345,4802013902002,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1972.0,De 1961 a 1980,1767.0,22,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5003.56
2346,4802013902003,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1972.0,De 1961 a 1980,4775.0,47,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6326.71
2347,4802013902004,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1975.0,De 1961 a 1980,2096.0,20,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6525.9
2348,4802013902005,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2016.0,De 2008 a 2020,,93,40 o más viviendas,Bb 08-20,22.45,22.45,C,C,0.0,
2349,4802013902006,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
2350,4802013902007,48020,Bilbao,48,C1,OtrosNoCal,-1.0,De P-1 en avall,Unifamiliar,1960.0,De 1941 a 1960,,1,Unifamiliar,Uu 41-60,143.85,37.02,F,C,140.42,
2351,4802013902008,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,7062.0,70,40 o más viviendas,Bb 41-60,69.65,25.04,E,C,88.87,8966.04
2352,4802013902009,48020,Bilbao,48,C1,Común,,,,,,,0,,,,,,,,
2353,4802013902010,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,741.0,9,De 5 a 9 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7320.81
2354,4802030105014,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
2355,4802013902011,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1963.0,De 1961 a 1980,962.0,10,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5993.49
2356,4802013902012,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1963.0,De 1961 a 1980,1030.0,10,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6414.93
2357,4802013902013,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,848.0,10,De 10 a 19 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7545.06
2358,4802014001001,48020,Bilbao,48,C1,Residencial,10.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1973.0,De 1961 a 1980,4960.0,58,40 o más viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5325.48
2359,4802014001002,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,1743.0,24,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6457.03
2360,4802014001003,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,1773.0,23,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6852.26
2361,4802014001004,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,1982.0,27,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6523.72
2362,4802014001005,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,2035.0,27,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6698.66
2363,4802014001006,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,2058.0,27,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6774.33
2364,4802014001007,48020,Bilbao,48,C1,Residencial,10.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1973.0,De 1961 a 1980,1386.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4109.82
2365,4802014001008,48020,Bilbao,48,C1,Residencial,9.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,2098.0,28,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6659.51
2366,4802014001009,48020,Bilbao,48,C1,Comercial,,,,,,,0,,,,,,,,
2367,4802014001010,48020,Bilbao,48,C1,Residencial,8.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1973.0,De 1961 a 1980,2458.0,28,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5467.71
2368,4802014001011,48020,Bilbao,48,C1,Residencial,10.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1973.0,De 1961 a 1980,2909.0,34,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5327.89
2369,4802014001012,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,1767.0,23,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4785.18
2370,4802014001013,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1960.0,De 1941 a 1960,1710.0,23,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6608.61
2371,4802014001014,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1960.0,De 1941 a 1960,1731.0,22,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6992.57
2372,4802014001015,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,1763.0,22,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7123.01
2373,4802014001016,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1958.0,De 1941 a 1960,1899.0,23,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7340.62
2374,4802014101001,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
2375,4802014101002,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1960.0,De 1941 a 1960,808.0,12,De 10 a 19 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,5986.51
2376,4802014101003,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1960.0,De 1941 a 1960,1384.0,21,De 20 a 39 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,5856.96
2377,4802014101004,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1962.0,De 1961 a 1980,1641.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4865.96
2378,4802014101005,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1978.0,De 1961 a 1980,1317.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3907.38
2379,4802014101006,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1970.0,De 1961 a 1980,1439.0,20,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4481.17
2380,4802014101007,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1968.0,De 1961 a 1980,1703.0,23,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4610.9
2381,4802014101008,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
2382,4802014101009,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1976.0,De 1961 a 1980,1688.0,16,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6573.26
2383,4802014101010,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1976.0,De 1961 a 1980,2329.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,6907.26
2384,4802014101011,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
2385,4802014101012,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1940.0,De 1901 a 1940,710.0,9,De 5 a 9 viviendas,Bb 01-40,74.03,24.47,E,C,72.64,5734.36
2386,4802014101013,48020,Bilbao,48,C1,Comercial,3.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1910.0,De 1901 a 1940,538.0,6,De 5 a 9 viviendas,Bb 01-40,74.03,24.47,E,C,72.64,6525.49
2387,4802014101014,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1963.0,De 1961 a 1980,800.0,12,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4152.68
2388,4802014101015,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1972.0,De 1961 a 1980,1576.0,21,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4675.71
2389,4802014101016,48020,Bilbao,48,C1,Residencial,3.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1910.0,De 1901 a 1940,384.0,4,De 2 a 4 viviendas,Bb 01-40,74.03,24.47,E,C,72.64,6987.97
2390,4802014101017,48020,Bilbao,48,C1,Residencial,3.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1910.0,De 1901 a 1940,363.0,5,De 5 a 9 viviendas,Bb 01-40,74.03,24.47,E,C,72.64,5274.39
2391,4802014101018,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
2392,4802014101019,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1964.0,De 1961 a 1980,2079.0,26,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4979.47
2393,4802014101020,48020,Bilbao,48,C1,Comercial,,,,,,,0,,,,,,,,
2394,4802014101021,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1976.0,De 1961 a 1980,1433.0,15,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5951.39
2395,4802030106004,48020,Bilbao,48,C1,OtrosCal,,,,,,,0,,,,,,,,
2396,4802014101022,48020,Bilbao,48,C1,Oficinas,6.0,De PB+3 o mes,Unifamiliar,1963.0,De 1961 a 1980,162.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,21433.38
2397,4802014101023,48020,Bilbao,48,C1,Oficinas,5.0,De PB+3 o mes,Unifamiliar,1938.0,De 1901 a 1940,55.0,1,Unifamiliar,Uu 01-40,155.26,37.55,G,C,107.52,5930.8
2398,4802014101024,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1955.0,De 1941 a 1960,361.0,4,De 2 a 4 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,8020.52
2399,4802014101025,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
2400,4802014101026,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1955.0,De 1941 a 1960,729.0,10,De 10 a 19 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,6478.8
2401,4802014101027,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1955.0,De 1941 a 1960,532.0,8,De 5 a 9 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,5911.52
2402,4802014101028,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1951.0,De 1941 a 1960,347.0,4,De 2 a 4 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,7725.91
2403,4802014101029,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1948.0,De 1941 a 1960,193.0,4,De 2 a 4 viviendas,Bb 41-60,69.65,25.04,E,C,88.87,4304.86
2404,4802014101030,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
2405,4802014103001,48020,Bilbao,48,C1,OtrosCal,,,,,,,0,,,,,,,,
2406,4802014104001,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1965.0,De 1961 a 1980,696.0,10,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4339.6
2407,4802014104002,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1965.0,De 1961 a 1980,628.0,10,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3914.98
2408,4802014104003,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1965.0,De 1961 a 1980,638.0,10,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3973.01
