id_operacion;id_cliente;id_producto;fecha_operacion;cantidad_producto
928;162;6;2020-03-05;1
929;162;6;2020-03-06;1
930;162;6;2020-03-07;1
931;162;35;2020-03-07;0.5
932;163;6;2020-03-03;1
933;163;6;2020-03-05;1
934;163;6;2020-03-07;1
935;164;6;2020-03-02;1
936;164;16;2020-03-02;1
937;164;6;2020-03-03;1
938;164;16;2020-03-03;1
939;164;6;2020-03-04;1
940;164;16;2020-03-04;1
941;164;6;2020-03-05;1
942;164;16;2020-03-05;1
943;164;6;2020-03-06;1
944;164;16;2020-03-06;1
945;164;6;2020-03-07;1
946;164;16;2020-03-07;1
947;165;6;2020-03-02;1
948;165;7;2020-03-02;1
949;165;6;2020-03-03;1
950;165;7;2020-03-03;1
951;165;6;2020-03-04;1
952;165;7;2020-03-04;1
953;165;6;2020-03-05;1
954;165;7;2020-03-05;1
955;165;6;2020-03-06;1
956;165;7;2020-03-06;1
957;165;6;2020-03-07;1
958;165;7;2020-03-07;1
959;166;18;2020-03-02;1
960;166;18;2020-03-03;1
961;166;18;2020-03-04;1
962;166;18;2020-03-05;1
963;166;18;2020-03-06;1
964;166;8;2020-03-07;1
965;167;8;2020-03-02;1
966;167;16;2020-03-02;2
967;167;8;2020-03-03;1
968;167;16;2020-03-03;2
969;167;8;2020-03-04;1
970;167;16;2020-03-04;2
971;167;8;2020-03-05;1
972;167;16;2020-03-05;2
973;167;8;2020-03-06;1
974;167;16;2020-03-06;1
975;167;16;2020-03-07;2
976;168;41;2020-03-02;1
977;168;41;2020-03-03;1
978;168;41;2020-03-04;1
979;168;41;2020-03-05;1
980;168;41;2020-03-06;1
981;168;41;2020-03-07;1
982;169;8;2020-03-02;1
983;169;14;2020-03-02;1
984;169;8;2020-03-03;1
985;169;8;2020-03-04;1
986;169;8;2020-03-05;2
987;170;18;2020-03-02;1
988;170;18;2020-03-06;1
989;171;16;2020-03-02;1
990;171;6;2020-03-03;1
991;171;16;2020-03-03;1
992;171;6;2020-03-04;1
993;171;16;2020-03-05;1
994;171;6;2020-03-06;2
995;171;6;2020-03-07;1
996;171;16;2020-03-07;1
997;172;6;2020-03-02;1
998;172;6;2020-03-03;1
999;172;6;2020-03-04;1
1000;172;6;2020-03-05;1
1001;172;6;2020-03-06;1
1002;174;41;2020-03-02;1
1003;174;41;2020-03-04;1
1004;174;41;2020-03-05;1
1005;174;41;2020-03-06;1
1006;175;16;2020-03-02;1
1007;175;18;2020-03-03;1
1008;175;17;2020-03-04;1
1009;175;15;2020-03-05;1
1010;175;16;2020-03-06;1
1011;175;18;2020-03-07;1
1012;176;8;2020-03-02;1
1013;176;8;2020-03-03;1
1014;176;8;2020-03-04;1
1015;176;8;2020-03-05;1
1016;176;8;2020-03-06;1
1017;176;8;2020-03-07;1
1018;177;17;2020-03-02;1
1019;177;17;2020-03-03;1
1020;177;17;2020-03-04;1
1021;177;38;2020-03-04;1
1022;177;17;2020-03-05;1
1023;177;6;2020-03-06;1
1024;177;17;2020-03-07;2
1025;178;17;2020-03-02;1
1026;178;17;2020-03-03;1
1027;178;17;2020-03-04;1
1028;178;17;2020-03-05;1
1029;178;6;2020-03-06;1
1030;178;6;2020-03-07;1
1031;179;6;2020-03-02;1
1032;179;6;2020-03-04;1
1033;179;38;2020-03-04;1
1034;179;6;2020-03-06;1
1035;179;6;2020-03-07;1
1036;180;16;2020-03-07;1
1037;181;17;2020-03-02;2
1038;181;17;2020-03-04;2
1039;181;6;2020-03-06;2
1040;182;8;2020-03-02;1
1041;182;8;2020-03-03;1
1042;182;8;2020-03-04;1
1043;182;8;2020-03-05;1
1044;182;8;2020-03-06;1
1045;182;8;2020-03-07;1
1046;183;8;2020-03-02;1
1047;183;8;2020-03-04;1
1048;183;8;2020-03-05;1
1049;183;8;2020-03-06;1
1050;183;8;2020-03-07;1
1051;184;6;2020-03-02;1
1052;184;6;2020-03-03;1
1053;184;6;2020-03-04;1
1054;184;6;2020-03-05;1
1055;184;6;2020-03-06;1
1056;184;6;2020-03-07;1
1057;185;6;2020-03-02;1
1058;185;6;2020-03-04;1
1059;185;6;2020-03-05;1
1060;185;6;2020-03-07;1
1061;186;6;2020-03-02;1
1062;186;6;2020-03-03;1
1063;186;6;2020-03-04;2
1064;186;6;2020-03-05;1
1065;186;6;2020-03-06;1
1066;186;6;2020-03-07;1
1067;187;8;2020-03-03;1
1068;187;8;2020-03-05;1
1069;187;8;2020-03-06;1
1070;188;16;2020-03-02;1
1071;188;16;2020-03-03;1
1072;188;13;2020-03-04;1
1073;188;16;2020-03-05;1
1074;188;16;2020-03-06;2
1075;188;16;2020-03-07;1
1076;188;35;2020-03-07;0.5
1077;189;20;2020-03-02;2
1078;189;20;2020-03-03;2
1079;189;20;2020-03-04;2
1080;189;20;2020-03-05;2
1081;189;20;2020-03-06;2
1082;189;20;2020-03-07;2
1083;190;18;2020-03-02;1
1084;190;18;2020-03-03;1
1085;190;18;2020-03-04;1
1086;190;18;2020-03-05;1
1087;191;21;2020-03-02;3
1088;191;21;2020-03-03;2
1089;191;21;2020-03-04;3
1090;191;21;2020-03-05;3
1091;191;21;2020-03-06;2
1092;191;8;2020-03-06;1
1093;191;21;2020-03-07;3
1094;191;8;2020-03-07;1
1095;192;17;2020-03-02;1
1096;192;15;2020-03-02;1
1097;192;17;2020-03-03;1
1098;192;15;2020-03-03;1
1099;192;17;2020-03-04;1
1100;192;15;2020-03-04;1
1101;192;17;2020-03-05;1
1102;192;15;2020-03-05;1
1103;192;17;2020-03-06;1
1104;192;15;2020-03-06;1
1105;192;17;2020-03-07;1
1106;192;14;2020-03-07;1
1107;193;8;2020-03-02;1
1108;193;8;2020-03-03;1
1109;193;16;2020-03-03;1
1110;193;8;2020-03-04;1
1111;193;8;2020-03-05;1
1112;193;8;2020-03-06;1
1113;194;15;2020-03-02;1
1114;194;15;2020-03-03;1
1115;194;15;2020-03-04;1
1116;194;15;2020-03-05;1
1117;194;15;2020-03-06;1
1118;194;15;2020-03-07;2
1119;195;8;2020-03-02;1
1120;195;6;2020-03-02;1
1121;195;8;2020-03-03;1
1122;195;8;2020-03-04;1
1123;195;8;2020-03-05;1
1124;195;8;2020-03-06;1
1125;195;8;2020-03-07;1
1126;195;6;2020-03-07;1
1127;196;8;2020-03-03;1
1128;196;8;2020-03-04;1
1129;197;6;2020-03-02;1
1130;197;6;2020-03-03;1
1131;197;6;2020-03-05;1
1132;197;6;2020-03-06;1
1133;197;6;2020-03-07;1
1134;198;9;2020-03-02;1
1135;198;9;2020-03-03;1
1136;198;16;2020-03-03;1
1137;198;9;2020-03-04;1
1138;198;9;2020-03-05;1
1139;198;9;2020-03-06;1
1140;198;9;2020-03-07;1
1141;198;8;2020-03-07;2
1142;199;8;2020-03-02;1
1143;199;8;2020-03-03;1
1144;199;8;2020-03-04;2
1145;199;8;2020-03-05;2
1146;199;8;2020-03-06;1
1147;199;8;2020-03-07;1
1148;200;8;2020-03-03;1
1149;200;16;2020-03-04;1
1150;200;8;2020-03-07;1
1151;201;15;2020-03-02;1
1152;201;15;2020-03-04;1
1153;201;15;2020-03-06;1
1154;201;8;2020-03-07;1
1155;202;16;2020-03-02;1
1156;202;16;2020-03-03;1
1157;202;16;2020-03-04;1
1158;202;6;2020-03-06;1
1159;203;6;2020-03-02;1
1160;203;6;2020-03-03;1
1161;203;6;2020-03-04;1
1162;203;6;2020-03-05;1
1163;203;6;2020-03-06;1
1164;203;6;2020-03-07;1
1165;204;16;2020-03-02;2
1166;204;16;2020-03-03;2
1167;204;16;2020-03-04;2
1168;204;16;2020-03-05;2
1169;204;16;2020-03-06;2
1170;204;16;2020-03-07;2
1171;205;17;2020-03-03;1
1172;205;17;2020-03-05;1
1173;205;17;2020-03-06;1
1174;205;6;2020-03-07;1
1175;206;8;2020-03-02;1
1176;206;8;2020-03-03;1
1177;206;16;2020-03-03;1
1178;206;8;2020-03-04;1
1179;206;8;2020-03-05;1
1180;206;8;2020-03-06;1
1181;206;8;2020-03-07;1
1182;206;16;2020-03-07;1
1183;207;14;2020-03-02;1
1184;207;16;2020-03-03;1
1185;207;14;2020-03-04;1
1186;207;14;2020-03-05;1
1187;207;14;2020-03-06;1
1188;208;8;2020-03-02;1
1189;208;8;2020-03-03;1
1190;208;8;2020-03-04;1
1191;208;8;2020-03-05;1
1192;208;8;2020-03-06;1
1193;208;8;2020-03-07;2
1194;209;16;2020-03-02;2
1195;209;16;2020-03-03;2
1196;209;16;2020-03-04;2
1197;209;16;2020-03-05;2
1198;209;16;2020-03-06;2
1199;210;8;2020-03-02;1
1200;210;8;2020-03-03;1
1201;210;8;2020-03-04;1
1202;210;8;2020-03-05;1
1203;210;8;2020-03-06;1
