;Unnamed: 0;season;division;round;localTeam;visitorTeam;localGoals;visitorGoals;date;timestamp
1061;28186;2007-08;1;31;Osasuna;Recreativo de Huelva;0;1;05/04/2008;1207346400
1062;28187;2007-08;1;31;Atletico de Bilbao;Espanol;1;0;06/04/2008;1207432800
1063;28188;2007-08;1;31;Atletico de Madrid;Almeria;6;3;06/04/2008;1207432800
1064;28189;2007-08;1;31;Barcelona;Getafe;0;0;06/04/2008;1207432800
1065;28190;2007-08;1;31;Levante;Valladolid;0;3;06/04/2008;1207432800
1066;28191;2007-08;1;31;Murcia;Valencia;1;0;06/04/2008;1207432800
1067;28192;2007-08;1;31;Santander;Deportivo;1;3;06/04/2008;1207432800
1068;28193;2007-08;1;31;Sevilla;Villarreal;2;0;06/04/2008;1207432800
1069;28194;2007-08;1;31;Zaragoza;Betis;0;3;06/04/2008;1207432800
1070;28195;2007-08;1;32;Recreativo de Huelva;Barcelona;2;2;12/04/2008;1207951200
1071;28196;2007-08;1;32;Valencia;Santander;1;2;12/04/2008;1207951200
1072;28197;2007-08;1;32;Betis;Levante;0;1;13/04/2008;1208037600
1073;28198;2007-08;1;32;Deportivo;Atletico de Bilbao;3;0;13/04/2008;1208037600
1074;28199;2007-08;1;32;Espanol;Osasuna;0;1;13/04/2008;1208037600
1075;28200;2007-08;1;32;Getafe;Zaragoza;0;0;13/04/2008;1208037600
1076;28201;2007-08;1;32;Mallorca;Sevilla;2;3;13/04/2008;1208037600
1077;28202;2007-08;1;32;Real Madrid;Murcia;1;0;13/04/2008;1208037600
1078;28203;2007-08;1;32;Almeria;Villarreal;1;0;13/04/2008;1208037600
1079;28204;2007-08;1;32;Valladolid;Atletico de Madrid;1;1;13/04/2008;1208037600
1080;28205;2007-08;1;33;Atletico de Madrid;Betis;1;3;19/04/2008;1208556000
1081;28206;2007-08;1;33;Barcelona;Espanol;0;0;19/04/2008;1208556000
1082;28207;2007-08;1;33;Sevilla;Almeria;1;4;19/04/2008;1208556000
1083;28208;2007-08;1;33;Zaragoza;Recreativo de Huelva;3;0;19/04/2008;1208556000
1084;28209;2007-08;1;33;Atletico de Bilbao;Valencia;5;1;20/04/2008;1208642400
1085;28210;2007-08;1;33;Levante;Getafe;3;1;20/04/2008;1208642400
1086;28211;2007-08;1;33;Murcia;Mallorca;1;4;20/04/2008;1208642400
1087;28212;2007-08;1;33;Osasuna;Deportivo;0;1;20/04/2008;1208642400
1088;28213;2007-08;1;33;Santander;Real Madrid;0;2;20/04/2008;1208642400
1089;28214;2007-08;1;33;Villarreal;Valladolid;2;0;20/04/2008;1208642400
1090;28215;2007-08;1;34;Deportivo;Barcelona;2;0;26/04/2008;1209160800
1091;28216;2007-08;1;34;Murcia;Sevilla;0;0;26/04/2008;1209160800
1092;28217;2007-08;1;34;Betis;Villarreal;0;1;27/04/2008;1209247200
1093;28218;2007-08;1;34;Espanol;Zaragoza;1;1;27/04/2008;1209247200
1094;28219;2007-08;1;34;Getafe;Atletico de Madrid;1;1;27/04/2008;1209247200
1095;28220;2007-08;1;34;Recreativo de Huelva;Levante;2;0;27/04/2008;1209247200
1096;28221;2007-08;1;34;Mallorca;Santander;3;1;27/04/2008;1209247200
1097;28222;2007-08;1;34;Real Madrid;Atletico de Bilbao;3;0;27/04/2008;1209247200
1098;28223;2007-08;1;34;Valencia;Osasuna;3;0;27/04/2008;1209247200
1099;28224;2007-08;1;34;Valladolid;Almeria;1;0;27/04/2008;1209247200
1100;28225;2007-08;1;35;Atletico de Madrid;Recreativo de Huelva;3;0;03/05/2008;1209765600
1101;28226;2007-08;1;35;Zaragoza;Deportivo;1;0;03/05/2008;1209765600
1102;28227;2007-08;1;35;Atletico de Bilbao;Mallorca;1;2;04/05/2008;1209852000
1103;28228;2007-08;1;35;Barcelona;Valencia;6;0;04/05/2008;1209852000
1104;28229;2007-08;1;35;Levante;Espanol;1;1;04/05/2008;1209852000
1105;28230;2007-08;1;35;Osasuna;Real Madrid;1;2;04/05/2008;1209852000
1106;28231;2007-08;1;35;Santander;Murcia;3;2;04/05/2008;1209852000
1107;28232;2007-08;1;35;Sevilla;Valladolid;2;0;04/05/2008;1209852000
1108;28233;2007-08;1;35;Almeria;Betis;1;1;04/05/2008;1209852000
1109;28234;2007-08;1;35;Villarreal;Getafe;2;0;04/05/2008;1209852000
1110;28235;2007-08;1;36;Betis;Valladolid;1;1;07/05/2008;1210111200
1111;28236;2007-08;1;36;Deportivo;Levante;1;0;07/05/2008;1210111200
1112;28237;2007-08;1;36;Getafe;Almeria;4;2;07/05/2008;1210111200
1113;28238;2007-08;1;36;Recreativo de Huelva;Villarreal;0;2;07/05/2008;1210111200
1114;28239;2007-08;1;36;Mallorca;Osasuna;2;1;07/05/2008;1210111200
1115;28240;2007-08;1;36;Murcia;Atletico de Bilbao;1;2;07/05/2008;1210111200
1116;28241;2007-08;1;36;Santander;Sevilla;0;3;07/05/2008;1210111200
1117;28242;2007-08;1;36;Real Madrid;Barcelona;4;1;07/05/2008;1210111200
1118;28243;2007-08;1;36;Valencia;Zaragoza;1;0;07/05/2008;1210111200
1119;28244;2007-08;1;36;Espanol;Atletico de Madrid;0;2;08/05/2008;1210197600
1120;28245;2007-08;1;37;Atletico de Bilbao;Santander;0;0;11/05/2008;1210456800
1121;28246;2007-08;1;37;Atletico de Madrid;Deportivo;1;0;11/05/2008;1210456800
1122;28247;2007-08;1;37;Barcelona;Mallorca;2;3;11/05/2008;1210456800
1123;28248;2007-08;1;37;Betis;Sevilla;0;2;11/05/2008;1210456800
1124;28249;2007-08;1;37;Levante;Valencia;1;5;11/05/2008;1210456800
1125;28250;2007-08;1;37;Osasuna;Murcia;2;1;11/05/2008;1210456800
1126;28251;2007-08;1;37;Almeria;Recreativo de Huelva;0;2;11/05/2008;1210456800
1127;28252;2007-08;1;37;Valladolid;Getafe;0;0;11/05/2008;1210456800
1128;28253;2007-08;1;37;Villarreal;Espanol;2;0;11/05/2008;1210456800
1129;28254;2007-08;1;37;Zaragoza;Real Madrid;2;2;11/05/2008;1210456800
1130;28255;2007-08;1;38;Murcia;Barcelona;3;5;17/05/2008;1210975200
1131;28256;2007-08;1;38;Deportivo;Villarreal;0;2;18/05/2008;1211061600
1132;28257;2007-08;1;38;Espanol;Almeria;1;3;18/05/2008;1211061600
1133;28258;2007-08;1;38;Getafe;Betis;1;1;18/05/2008;1211061600
1134;28259;2007-08;1;38;Recreativo de Huelva;Valladolid;1;1;18/05/2008;1211061600
1135;28260;2007-08;1;38;Mallorca;Zaragoza;3;2;18/05/2008;1211061600
1136;28261;2007-08;1;38;Santander;Osasuna;1;0;18/05/2008;1211061600
1137;28262;2007-08;1;38;Real Madrid;Levante;5;2;18/05/2008;1211061600
1138;28263;2007-08;1;38;Sevilla;Atletico de Bilbao;4;1;18/05/2008;1211061600
1139;28264;2007-08;1;38;Valencia;Atletico de Madrid;3;1;18/05/2008;1211061600
1140;28727;2008-09;1;1;Espanol;Valladolid;1;0;30/08/2008;1220047200
1141;28728;2008-09;1;1;Valencia;Mallorca;3;0;30/08/2008;1220047200
1142;28729;2008-09;1;1;Atletico de Bilbao;Almeria;1;3;31/08/2008;1220133600
1143;28730;2008-09;1;1;Atletico de Madrid;Malaga;4;0;31/08/2008;1220133600
1144;28731;2008-09;1;1;Betis;Recreativo de Huelva;0;1;31/08/2008;1220133600
1145;28732;2008-09;1;1;Deportivo;Real Madrid;2;1;31/08/2008;1220133600
1146;28733;2008-09;1;1;Sporting de Gijon;Getafe;1;2;31/08/2008;1220133600
1147;28734;2008-09;1;1;Numancia;Barcelona;1;0;31/08/2008;1220133600
1148;28735;2008-09;1;1;Osasuna;Villarreal;1;1;31/08/2008;1220133600
1149;28736;2008-09;1;1;Santander;Sevilla;1;1;31/08/2008;1220133600
1150;28737;2008-09;1;2;Barcelona;Santander;1;1;13/09/2008;1221256800
1151;28738;2008-09;1;2;Sevilla;Sporting de Gijon;4;3;13/09/2008;1221256800
1152;28739;2008-09;1;2;Valladolid;Atletico de Madrid;2;1;13/09/2008;1221256800
1153;28740;2008-09;1;2;Getafe;Betis;0;0;14/09/2008;1221343200
1154;28741;2008-09;1;2;Recreativo de Huelva;Espanol;0;1;14/09/2008;1221343200
1155;28742;2008-09;1;2;Malaga;Atletico de Bilbao;0;0;14/09/2008;1221343200
1156;28743;2008-09;1;2;Mallorca;Osasuna;1;1;14/09/2008;1221343200
1157;28744;2008-09;1;2;Real Madrid;Numancia;4;3;14/09/2008;1221343200
1158;28745;2008-09;1;2;Almeria;Valencia;2;2;14/09/2008;1221343200
1159;28746;2008-09;1;2;Villarreal;Deportivo;1;0;14/09/2008;1221343200
1160;28747;2008-09;1;3;Atletico de Madrid;Recreativo de Huelva;4;0;20/09/2008;1221861600
1161;28748;2008-09;1;3;Espanol;Getafe;1;1;20/09/2008;1221861600
1162;28749;2008-09;1;3;Atletico de Bilbao;Valladolid;2;0;21/09/2008;1221948000
1163;28750;2008-09;1;3;Betis;Sevilla;0;0;21/09/2008;1221948000
1164;28751;2008-09;1;3;Deportivo;Mallorca;0;0;21/09/2008;1221948000
1165;28752;2008-09;1;3;Sporting de Gijon;Barcelona;1;6;21/09/2008;1221948000
1166;28753;2008-09;1;3;Numancia;Villarreal;1;2;21/09/2008;1221948000
1167;28754;2008-09;1;3;Santander;Real Madrid;0;2;21/09/2008;1221948000
1168;28755;2008-09;1;3;Almeria;Malaga;1;0;21/09/2008;1221948000
1169;28756;2008-09;1;3;Valencia;Osasuna;1;0;21/09/2008;1221948000
1170;28757;2008-09;1;4;Barcelona;Betis;3;2;24/09/2008;1222207200
1171;28758;2008-09;1;4;Getafe;Atletico de Madrid;1;2;24/09/2008;1222207200
1172;28759;2008-09;1;4;Osasuna;Deportivo;0;0;24/09/2008;1222207200
1173;28760;2008-09;1;4;Real Madrid;Sporting de Gijon;7;1;24/09/2008;1222207200
1174;28761;2008-09;1;4;Sevilla;Espanol;2;0;24/09/2008;1222207200
1175;28762;2008-09;1;4;Villarreal;Santander;2;0;24/09/2008;1222207200
1176;28763;2008-09;1;4;Recreativo de Huelva;Atletico de Bilbao;1;1;25/09/2008;1222293600
1177;28764;2008-09;1;4;Malaga;Valencia;0;2;25/09/2008;1222293600
1178;28765;2008-09;1;4;Mallorca;Numancia;2;0;25/09/2008;1222293600
1179;28766;2008-09;1;4;Valladolid;Almeria;2;0;25/09/2008;1222293600
1180;28767;2008-09;1;5;Betis;Real Madrid;1;2;27/09/2008;1222466400
1181;28768;2008-09;1;5;Espanol;Barcelona;1;2;27/09/2008;1222466400
1182;28769;2008-09;1;5;Sporting de Gijon;Villarreal;0;1;27/09/2008;1222466400
1183;28770;2008-09;1;5;Atletico de Bilbao;Getafe;0;1;28/09/2008;1222552800
1184;28771;2008-09;1;5;Atletico de Madrid;Sevilla;0;1;28/09/2008;1222552800
1185;28772;2008-09;1;5;Malaga;Valladolid;2;1;28/09/2008;1222552800
1186;28773;2008-09;1;5;Numancia;Osasuna;0;0;28/09/2008;1222552800
1187;28774;2008-09;1;5;Santander;Mallorca;1;2;28/09/2008;1222552800
1188;28775;2008-09;1;5;Almeria;Recreativo de Huelva;1;0;28/09/2008;1222552800
1189;28776;2008-09;1;5;Valencia;Deportivo;4;2;28/09/2008;1222552800
1190;28777;2008-09;1;6;Barcelona;Atletico de Madrid;6;1;04/10/2008;1223071200
1191;28778;2008-09;1;6;Villarreal;Betis;2;1;04/10/2008;1223071200
1192;28779;2008-09;1;6;Deportivo;Numancia;1;0;05/10/2008;1223157600
1193;28780;2008-09;1;6;Getafe;Almeria;2;2;05/10/2008;1223157600
1194;28781;2008-09;1;6;Recreativo de Huelva;Malaga;0;4;05/10/2008;1223157600
1195;28782;2008-09;1;6;Mallorca;Sporting de Gijon;0;2;05/10/2008;1223157600
1196;28783;2008-09;1;6;Osasuna;Santander;0;1;05/10/2008;1223157600
1197;28784;2008-09;1;6;Real Madrid;Espanol;2;2;05/10/2008;1223157600
1198;28785;2008-09;1;6;Sevilla;Atletico de Bilbao;4;0;05/10/2008;1223157600
1199;28786;2008-09;1;6;Valladolid;Valencia;0;1;05/10/2008;1223157600
1200;28787;2008-09;1;7;Atletico de Madrid;Real Madrid;1;2;18/10/2008;1224280800
1201;28788;2008-09;1;7;Espanol;Villarreal;0;0;18/10/2008;1224280800
1202;28789;2008-09;1;7;Atletico de Bilbao;Barcelona;0;1;19/10/2008;1224367200
1203;28790;2008-09;1;7;Betis;Mallorca;3;0;19/10/2008;1224367200
1204;28791;2008-09;1;7;Sporting de Gijon;Osasuna;2;1;19/10/2008;1224367200
1205;28792;2008-09;1;7;Malaga;Getafe;2;1;19/10/2008;1224367200
1206;28793;2008-09;1;7;Santander;Deportivo;0;0;19/10/2008;1224367200
1207;28794;2008-09;1;7;Almeria;Sevilla;0;1;19/10/2008;1224367200
1208;28795;2008-09;1;7;Valencia;Numancia;4;0;19/10/2008;1224367200
1209;28796;2008-09;1;7;Valladolid;Recreativo de Huelva;1;1;19/10/2008;1224367200
1210;28797;2008-09;1;8;Barcelona;Almeria;5;0;25/10/2008;1224885600
1211;28798;2008-09;1;8;Osasuna;Betis;0;2;25/10/2008;1224885600
1212;28799;2008-09;1;8;Deportivo;Sporting de Gijon;0;3;26/10/2008;1224972000
1213;28800;2008-09;1;8;Getafe;Valladolid;1;0;26/10/2008;1224972000
1214;28801;2008-09;1;8;Recreativo de Huelva;Valencia;1;1;26/10/2008;1224972000
1215;28802;2008-09;1;8;Mallorca;Espanol;3;0;26/10/2008;1224972000
1216;28803;2008-09;1;8;Numancia;Santander;2;1;26/10/2008;1224972000
1217;28804;2008-09;1;8;Real Madrid;Atletico de Bilbao;3;2;26/10/2008;1224972000
1218;28805;2008-09;1;8;Sevilla;Malaga;0;1;26/10/2008;1224972000
1219;28806;2008-09;1;8;Villarreal;Atletico de Madrid;4;4;26/10/2008;1224972000
1220;28807;2008-09;1;9;Atletico de Bilbao;Villarreal;1;4;01/11/2008;1225494000
1221;28808;2008-09;1;9;Atletico de Madrid;Mallorca;2;0;01/11/2008;1225494000
1222;28809;2008-09;1;9;Malaga;Barcelona;1;4;01/11/2008;1225494000
1223;28810;2008-09;1;9;Valencia;Santander;2;4;01/11/2008;1225494000
1224;28811;2008-09;1;9;Betis;Deportivo;0;3;02/11/2008;1225580400
1225;28812;2008-09;1;9;Espanol;Osasuna;1;0;02/11/2008;1225580400
1226;28813;2008-09;1;9;Sporting de Gijon;Numancia;3;1;02/11/2008;1225580400
1227;28814;2008-09;1;9;Recreativo de Huelva;Getafe;1;1;02/11/2008;1225580400
1228;28815;2008-09;1;9;Almeria;Real Madrid;1;1;02/11/2008;1225580400
1229;28816;2008-09;1;9;Valladolid;Sevilla;3;2;02/11/2008;1225580400
1230;28817;2008-09;1;10;Barcelona;Valladolid;6;0;08/11/2008;1226098800
1231;28818;2008-09;1;10;Real Madrid;Malaga;4;3;08/11/2008;1226098800
1232;28819;2008-09;1;10;Deportivo;Espanol;1;0;09/11/2008;1226185200
1233;28820;2008-09;1;10;Getafe;Valencia;0;3;09/11/2008;1226185200
1234;28821;2008-09;1;10;Mallorca;Atletico de Bilbao;3;3;09/11/2008;1226185200
1235;28822;2008-09;1;10;Numancia;Betis;2;4;09/11/2008;1226185200
1236;28823;2008-09;1;10;Osasuna;Atletico de Madrid;0;0;09/11/2008;1226185200
1237;28824;2008-09;1;10;Santander;Sporting de Gijon;1;0;09/11/2008;1226185200
1238;28825;2008-09;1;10;Sevilla;Recreativo de Huelva;1;0;09/11/2008;1226185200
1239;28826;2008-09;1;10;Villarreal;Almeria;2;1;09/11/2008;1226185200
1240;28827;2008-09;1;11;Valencia;Sporting de Gijon;2;3;15/11/2008;1226703600
1241;28828;2008-09;1;11;Valladolid;Real Madrid;1;0;15/11/2008;1226703600
1242;28829;2008-09;1;11;Atletico de Bilbao;Osasuna;2;0;16/11/2008;1226790000
1243;28830;2008-09;1;11;Atletico de Madrid;Deportivo;4;1;16/11/2008;1226790000
1244;28831;2008-09;1;11;Betis;Santander;3;1;16/11/2008;1226790000
1245;28832;2008-09;1;11;Espanol;Numancia;3;4;16/11/2008;1226790000
1246;28833;2008-09;1;11;Getafe;Sevilla;0;2;16/11/2008;1226790000
1247;28834;2008-09;1;11;Recreativo de Huelva;Barcelona;0;2;16/11/2008;1226790000
1248;28835;2008-09;1;11;Malaga;Villarreal;2;2;16/11/2008;1226790000
1249;28836;2008-09;1;11;Almeria;Mallorca;2;1;16/11/2008;1226790000
1250;28837;2008-09;1;12;Real Madrid;Recreativo de Huelva;1;0;22/11/2008;1227308400
1251;28838;2008-09;1;12;Sevilla;Valencia;0;0;22/11/2008;1227308400
1252;28839;2008-09;1;12;Villarreal;Valladolid;0;3;22/11/2008;1227308400
1253;28840;2008-09;1;12;Barcelona;Getafe;1;1;23/11/2008;1227394800
1254;28841;2008-09;1;12;Deportivo;Atletico de Bilbao;3;1;23/11/2008;1227394800
1255;28842;2008-09;1;12;Sporting de Gijon;Betis;1;2;23/11/2008;1227394800
1256;28843;2008-09;1;12;Mallorca;Malaga;2;2;23/11/2008;1227394800
1257;28844;2008-09;1;12;Numancia;Atletico de Madrid;1;1;23/11/2008;1227394800
1258;28845;2008-09;1;12;Osasuna;Almeria;3;1;23/11/2008;1227394800
1259;28846;2008-09;1;12;Santander;Espanol;3;0;23/11/2008;1227394800
1260;28847;2008-09;1;13;Getafe;Real Madrid;3;1;29/11/2008;1227913200
1261;28848;2008-09;1;13;Sevilla;Barcelona;0;3;29/11/2008;1227913200
1262;28849;2008-09;1;13;Atletico de Bilbao;Numancia;2;0;30/11/2008;1227999600
1263;28850;2008-09;1;13;Atletico de Madrid;Santander;4;1;30/11/2008;1227999600
1264;28851;2008-09;1;13;Espanol;Sporting de Gijon;0;1;30/11/2008;1227999600
1265;28852;2008-09;1;13;Recreativo de Huelva;Villarreal;1;2;30/11/2008;1227999600
1266;28853;2008-09;1;13;Malaga;Osasuna;4;2;30/11/2008;1227999600
1267;28854;2008-09;1;13;Almeria;Deportivo;0;1;30/11/2008;1227999600
1268;28855;2008-09;1;13;Valencia;Betis;3;2;30/11/2008;1227999600
1269;28856;2008-09;1;13;Valladolid;Mallorca;3;0;30/11/2008;1227999600
1270;28857;2008-09;1;14;Barcelona;Valencia;4;0;06/12/2008;1228518000
1271;28858;2008-09;1;14;Sporting de Gijon;Atletico de Madrid;2;5;06/12/2008;1228518000
1272;28859;2008-09;1;14;Villarreal;Getafe;3;3;06/12/2008;1228518000
1273;28860;2008-09;1;14;Betis;Espanol;1;1;07/12/2008;1228604400
1274;28861;2008-09;1;14;Deportivo;Malaga;2;0;07/12/2008;1228604400
1275;28862;2008-09;1;14;Mallorca;Recreativo de Huelva;2;3;07/12/2008;1228604400
1276;28863;2008-09;1;14;Numancia;Almeria;2;1;07/12/2008;1228604400
1277;28864;2008-09;1;14;Osasuna;Valladolid;3;3;07/12/2008;1228604400
1278;28865;2008-09;1;14;Santander;Atletico de Bilbao;1;1;07/12/2008;1228604400
1279;28866;2008-09;1;14;Real Madrid;Sevilla;3;4;07/12/2008;1228604400
1280;28867;2008-09;1;15;Barcelona;Real Madrid;2;0;13/12/2008;1229122800
1281;28868;2008-09;1;15;Valencia;Espanol;2;1;13/12/2008;1229122800
1282;28869;2008-09;1;15;Atletico de Bilbao;Sporting de Gijon;3;0;14/12/2008;1229209200
1283;28870;2008-09;1;15;Atletico de Madrid;Betis;2;0;14/12/2008;1229209200
1284;28871;2008-09;1;15;Getafe;Mallorca;4;1;14/12/2008;1229209200
1285;28872;2008-09;1;15;Recreativo de Huelva;Osasuna;1;0;14/12/2008;1229209200
1286;28873;2008-09;1;15;Malaga;Numancia;2;0;14/12/2008;1229209200
1287;28874;2008-09;1;15;Sevilla;Villarreal;1;0;14/12/2008;1229209200
1288;28875;2008-09;1;15;Almeria;Santander;1;1;14/12/2008;1229209200
1289;28876;2008-09;1;15;Valladolid;Deportivo;3;0;14/12/2008;1229209200
1290;28877;2008-09;1;16;Espanol;Atletico de Madrid;2;3;20/12/2008;1229727600
1291;28878;2008-09;1;16;Real Madrid;Valencia;1;0;20/12/2008;1229727600
1292;28879;2008-09;1;16;Betis;Atletico de Bilbao;0;1;21/12/2008;1229814000
1293;28880;2008-09;1;16;Deportivo;Recreativo de Huelva;4;1;21/12/2008;1229814000
1294;28881;2008-09;1;16;Sporting de Gijon;Almeria;1;0;21/12/2008;1229814000
1295;28882;2008-09;1;16;Mallorca;Sevilla;0;0;21/12/2008;1229814000
1296;28883;2008-09;1;16;Numancia;Valladolid;4;3;21/12/2008;1229814000
1297;28884;2008-09;1;16;Osasuna;Getafe;5;2;21/12/2008;1229814000
1298;28885;2008-09;1;16;Santander;Malaga;1;1;21/12/2008;1229814000
1299;28886;2008-09;1;16;Villarreal;Barcelona;1;2;21/12/2008;1229814000
1300;28887;2008-09;1;17;Barcelona;Mallorca;3;1;03/01/2009;1230937200
1301;28888;2008-09;1;17;Valencia;Atletico de Madrid;3;1;03/01/2009;1230937200
1302;28889;2008-09;1;17;Atletico de Bilbao;Espanol;1;1;04/01/2009;1231023600
1303;28890;2008-09;1;17;Getafe;Deportivo;1;2;04/01/2009;1231023600
1304;28891;2008-09;1;17;Recreativo de Huelva;Numancia;3;1;04/01/2009;1231023600
1305;28892;2008-09;1;17;Malaga;Sporting de Gijon;1;0;04/01/2009;1231023600
1306;28893;2008-09;1;17;Real Madrid;Villarreal;1;0;04/01/2009;1231023600
1307;28894;2008-09;1;17;Sevilla;Osasuna;1;1;04/01/2009;1231023600
1308;28895;2008-09;1;17;Almeria;Betis;1;0;04/01/2009;1231023600
1309;28896;2008-09;1;17;Valladolid;Santander;0;1;04/01/2009;1231023600
1310;28897;2008-09;1;18;Deportivo;Sevilla;1;3;10/01/2009;1231542000
1311;28898;2008-09;1;18;Valencia;Villarreal;3;3;10/01/2009;1231542000
1312;28899;2008-09;1;18;Atletico de Madrid;Atletico de Bilbao;2;3;11/01/2009;1231628400
1313;28900;2008-09;1;18;Betis;Malaga;1;2;11/01/2009;1231628400
1314;28901;2008-09;1;18;Espanol;Almeria;2;2;11/01/2009;1231628400
1315;28902;2008-09;1;18;Sporting de Gijon;Valladolid;2;1;11/01/2009;1231628400
1316;28903;2008-09;1;18;Mallorca;Real Madrid;0;3;11/01/2009;1231628400
1317;28904;2008-09;1;18;Numancia;Getafe;2;0;11/01/2009;1231628400
1318;28905;2008-09;1;18;Osasuna;Barcelona;2;3;11/01/2009;1231628400
1319;28906;2008-09;1;18;Santander;Recreativo de Huelva;1;1;11/01/2009;1231628400
1320;28907;2008-09;1;19;Barcelona;Deportivo;5;0;17/01/2009;1232146800
1321;28908;2008-09;1;19;Sevilla;Numancia;1;0;17/01/2009;1232146800
1322;28909;2008-09;1;19;Atletico de Bilbao;Valencia;3;2;18/01/2009;1232233200
1323;28910;2008-09;1;19;Getafe;Santander;0;1;18/01/2009;1232233200
1324;28911;2008-09;1;19;Recreativo de Huelva;Sporting de Gijon;2;0;18/01/2009;1232233200
1325;28912;2008-09;1;19;Malaga;Espanol;4;0;18/01/2009;1232233200
1326;28913;2008-09;1;19;Real Madrid;Osasuna;3;1;18/01/2009;1232233200
1327;28914;2008-09;1;19;Almeria;Atletico de Madrid;1;1;18/01/2009;1232233200
1328;28915;2008-09;1;19;Valladolid;Betis;1;3;18/01/2009;1232233200
1329;28916;2008-09;1;19;Villarreal;Mallorca;2;0;18/01/2009;1232233200
1330;28917;2008-09;1;20;Barcelona;Numancia;4;1;24/01/2009;1232751600
1331;28918;2008-09;1;20;Villarreal;Osasuna;1;1;24/01/2009;1232751600
1332;28919;2008-09;1;20;Getafe;Sporting de Gijon;5;1;25/01/2009;1232838000
1333;28920;2008-09;1;20;Recreativo de Huelva;Betis;1;0;25/01/2009;1232838000
1334;28921;2008-09;1;20;Malaga;Atletico de Madrid;1;1;25/01/2009;1232838000
1335;28922;2008-09;1;20;Mallorca;Valencia;3;1;25/01/2009;1232838000
1336;28923;2008-09;1;20;Real Madrid;Deportivo;1;0;25/01/2009;1232838000
1337;28924;2008-09;1;20;Sevilla;Santander;0;2;25/01/2009;1232838000
1338;28925;2008-09;1;20;Almeria;Atletico de Bilbao;2;1;25/01/2009;1232838000
1339;28926;2008-09;1;20;Valladolid;Espanol;1;1;25/01/2009;1232838000
1340;28927;2008-09;1;21;Atletico de Bilbao;Malaga;3;2;31/01/2009;1233356400
1341;28928;2008-09;1;21;Numancia;Real Madrid;0;2;31/01/2009;1233356400
1342;28929;2008-09;1;21;Atletico de Madrid;Valladolid;1;2;01/02/2009;1233442800
1343;28930;2008-09;1;21;Betis;Getafe;2;2;01/02/2009;1233442800
1344;28931;2008-09;1;21;Deportivo;Villarreal;3;0;01/02/2009;1233442800
1345;28932;2008-09;1;21;Espanol;Recreativo de Huelva;1;1;01/02/2009;1233442800
1346;28933;2008-09;1;21;Sporting de Gijon;Sevilla;1;0;01/02/2009;1233442800
1347;28934;2008-09;1;21;Osasuna;Mallorca;1;0;01/02/2009;1233442800
1348;28935;2008-09;1;21;Santander;Barcelona;1;2;01/02/2009;1233442800
1349;28936;2008-09;1;21;Valencia;Almeria;3;2;01/02/2009;1233442800
1350;28937;2008-09;1;22;Real Madrid;Santander;1;0;07/02/2009;1233961200
1351;28938;2008-09;1;22;Sevilla;Betis;1;2;07/02/2009;1233961200
1352;28939;2008-09;1;22;Barcelona;Sporting de Gijon;3;1;08/02/2009;1234047600
1353;28940;2008-09;1;22;Getafe;Espanol;1;1;08/02/2009;1234047600
1354;28941;2008-09;1;22;Recreativo de Huelva;Atletico de Madrid;0;3;08/02/2009;1234047600
1355;28942;2008-09;1;22;Malaga;Almeria;3;2;08/02/2009;1234047600
1356;28943;2008-09;1;22;Mallorca;Deportivo;1;1;08/02/2009;1234047600
1357;28944;2008-09;1;22;Osasuna;Valencia;1;0;08/02/2009;1234047600
1358;28945;2008-09;1;22;Valladolid;Atletico de Bilbao;2;1;08/02/2009;1234047600
1359;28946;2008-09;1;22;Villarreal;Numancia;2;1;08/02/2009;1234047600
1360;28947;2008-09;1;23;Betis;Barcelona;2;2;14/02/2009;1234566000
1361;28948;2008-09;1;23;Deportivo;Osasuna;0;0;14/02/2009;1234566000
1362;28949;2008-09;1;23;Valencia;Malaga;1;1;14/02/2009;1234566000
1363;28950;2008-09;1;23;Atletico de Bilbao;Recreativo de Huelva;1;1;15/02/2009;1234652400
1364;28951;2008-09;1;23;Atletico de Madrid;Getafe;1;1;15/02/2009;1234652400
1365;28952;2008-09;1;23;Espanol;Sevilla;0;2;15/02/2009;1234652400
1366;28953;2008-09;1;23;Sporting de Gijon;Real Madrid;0;4;15/02/2009;1234652400
1367;28954;2008-09;1;23;Numancia;Mallorca;0;1;15/02/2009;1234652400
1368;28955;2008-09;1;23;Santander;Villarreal;1;1;15/02/2009;1234652400
1369;28956;2008-09;1;23;Almeria;Valladolid;3;2;15/02/2009;1234652400
1370;28957;2008-09;1;24;Barcelona;Espanol;1;2;21/02/2009;1235170800
1371;28958;2008-09;1;24;Real Madrid;Betis;6;1;21/02/2009;1235170800
1372;28959;2008-09;1;24;Sevilla;Atletico de Madrid;1;0;21/02/2009;1235170800
1373;28960;2008-09;1;24;Villarreal;Sporting de Gijon;2;1;21/02/2009;1235170800
1374;28961;2008-09;1;24;Deportivo;Valencia;1;1;22/02/2009;1235257200
1375;28962;2008-09;1;24;Getafe;Atletico de Bilbao;1;1;22/02/2009;1235257200
1376;28963;2008-09;1;24;Recreativo de Huelva;Almeria;1;1;22/02/2009;1235257200
1377;28964;2008-09;1;24;Mallorca;Santander;1;0;22/02/2009;1235257200
1378;28965;2008-09;1;24;Osasuna;Numancia;2;0;22/02/2009;1235257200
